Country code,Country,Category,Demographic Group,Rank,Time Spent/User,Formatted,TIme spent change (%)
GBR,U.K.,Food & Drink,45+,30,0.72x,0.72,-0.28
GBR,U.K.,Games / Simulation,45+,31,0.72x,0.72,-0.28
GBR,U.K.,Games / Action,45+,32,0.65x,0.65,-0.35
GBR,U.K.,Games / Sports,45+,33,0.63x,0.63,-0.37
GBR,U.K.,Graphics & Design,45+,34,0.47x,0.47,-0.53
GBR,U.K.,Games / Role Playing,45+,35,0.39x,0.39,-0.61
GBR,U.K.,Games / Music,45+,36,0.34x,0.34,-0.66
MEX,Mexico,Graphics & Design,18-24,1,1.31x,1.31,0.31
MEX,Mexico,Games / Strategy,18-24,2,1.28x,1.28,0.28
MEX,Mexico,Games / Action,18-24,3,1.27x,1.27,0.27
MEX,Mexico,Games / Sports,18-24,4,1.25x,1.25,0.25
MEX,Mexico,Games / Racing,18-24,5,1.23x,1.23,0.23
MEX,Mexico,Games / Role Playing,18-24,6,1.22x,1.22,0.22
MEX,Mexico,Books,18-24,7,1.20x,1.20,0.2
MEX,Mexico,Education,18-24,8,1.19x,1.19,0.19
MEX,Mexico,Music,18-24,9,1.19x,1.19,0.19
MEX,Mexico,Lifestyle,18-24,10,1.18x,1.18,0.18
MEX,Mexico,Entertainment,18-24,11,1.15x,1.15,0.15
MEX,Mexico,Social Networking,18-24,12,1.15x,1.15,0.15
MEX,Mexico,Photo & Video,18-24,13,1.14x,1.14,0.14
MEX,Mexico,Productivity,18-24,14,1.12x,1.12,0.12
MEX,Mexico,Games / Music,18-24,15,1.06x,1.06,0.06
MEX,Mexico,Utilities,18-24,16,1.05x,1.05,0.05
MEX,Mexico,Games / Adventure,18-24,17,1.04x,1.04,0.04
MEX,Mexico,Games / Trivia,18-24,18,1.04x,1.04,0.04
MEX,Mexico,News,18-24,19,1.03x,1.03,0.03
MEX,Mexico,Games / Simulation,18-24,20,1.00x,1.00,0
MEX,Mexico,Games / Casual,18-24,21,0.99x,0.99,-0.01
MEX,Mexico,Games / Board,18-24,22,0.98x,0.98,-0.02
MEX,Mexico,Sports,18-24,23,0.97x,0.97,-0.03
MEX,Mexico,Health & Fitness,18-24,24,0.91x,0.91,-0.09
MEX,Mexico,Games / Casino,18-24,25,0.87x,0.87,-0.13
MEX,Mexico,Games / Card,18-24,26,0.87x,0.87,-0.13
MEX,Mexico,Games / Puzzle,18-24,27,0.86x,0.86,-0.14
MEX,Mexico,Shopping,18-24,28,0.81x,0.81,-0.19
MEX,Mexico,Games / Word,18-24,29,0.79x,0.79,-0.21
MEX,Mexico,Business,18-24,30,0.77x,0.77,-0.23
MEX,Mexico,Food & Drink,18-24,31,0.72x,0.72,-0.28
MEX,Mexico,Navigation,18-24,32,0.70x,0.70,-0.3
MEX,Mexico,Finance,18-24,33,0.64x,0.64,-0.36
MEX,Mexico,Medical,18-24,34,0.62x,0.62,-0.38
MEX,Mexico,Weather,18-24,35,0.44x,0.44,-0.56
MEX,Mexico,Travel,18-24,36,0.43x,0.43,-0.57
MEX,Mexico,Weather,25-44,1,1.50x,1.50,0.5
MEX,Mexico,Finance,25-44,2,1.42x,1.42,0.42
MEX,Mexico,Food & Drink,25-44,3,1.37x,1.37,0.37
MEX,Mexico,Navigation,25-44,4,1.33x,1.33,0.33
MEX,Mexico,Games / Casino,25-44,5,1.30x,1.30,0.3
MEX,Mexico,Medical,25-44,6,1.30x,1.30,0.3
MEX,Mexico,Business,25-44,7,1.29x,1.29,0.29
MEX,Mexico,Shopping,25-44,8,1.25x,1.25,0.25
MEX,Mexico,Games / Card,25-44,9,1.24x,1.24,0.24
MEX,Mexico,Travel,25-44,10,1.20x,1.20,0.2
MEX,Mexico,Health & Fitness,25-44,11,1.16x,1.16,0.16
MEX,Mexico,Sports,25-44,12,1.16x,1.16,0.16
MEX,Mexico,Games / Puzzle,25-44,13,1.11x,1.11,0.11
MEX,Mexico,Games / Adventure,25-44,14,1.10x,1.10,0.1
MEX,Mexico,Games / Simulation,25-44,15,1.10x,1.10,0.1
MEX,Mexico,Games / Music,25-44,16,1.06x,1.06,0.06
MEX,Mexico,News,25-44,17,1.04x,1.04,0.04
MEX,Mexico,Games / Casual,25-44,18,1.03x,1.03,0.03
MEX,Mexico,Utilities,25-44,19,1.01x,1.01,0.01
MEX,Mexico,Games / Trivia,25-44,20,0.98x,0.98,-0.02
MEX,Mexico,Games / Board,25-44,21,0.97x,0.97,-0.03
MEX,Mexico,Productivity,25-44,22,0.96x,0.96,-0.04
MEX,Mexico,Games / Role Playing,25-44,23,0.94x,0.94,-0.06
MEX,Mexico,Social Networking,25-44,24,0.94x,0.94,-0.06
MEX,Mexico,Entertainment,25-44,25,0.93x,0.93,-0.07
MEX,Mexico,Photo & Video,25-44,26,0.91x,0.91,-0.09
MEX,Mexico,Lifestyle,25-44,27,0.90x,0.90,-0.1
MEX,Mexico,Music,25-44,28,0.89x,0.89,-0.11
MEX,Mexico,Games / Racing,25-44,29,0.88x,0.88,-0.12
MEX,Mexico,Games / Sports,25-44,30,0.87x,0.87,-0.13
MEX,Mexico,Education,25-44,31,0.86x,0.86,-0.14
MEX,Mexico,Books,25-44,32,0.84x,0.84,-0.16
MEX,Mexico,Games / Action,25-44,33,0.84x,0.84,-0.16
MEX,Mexico,Games / Strategy,25-44,34,0.80x,0.80,-0.2
MEX,Mexico,Graphics & Design,25-44,35,0.80x,0.80,-0.2
MEX,Mexico,Games / Word,25-44,36,0.77x,0.77,-0.23
MEX,Mexico,Games / Word,45+,1,4.15x,4.15,3.15
MEX,Mexico,Weather,45+,2,2.72x,2.72,1.72
MEX,Mexico,Games / Board,45+,3,2.16x,2.16,1.16
MEX,Mexico,Games / Puzzle,45+,4,2.00x,2.00,1
MEX,Mexico,Games / Trivia,45+,5,1.69x,1.69,0.69
MEX,Mexico,Games / Casual,45+,6,1.67x,1.67,0.67
MEX,Mexico,Business,45+,7,1.52x,1.52,0.52
MEX,Mexico,Finance,45+,8,1.50x,1.50,0.5
MEX,Mexico,Medical,45+,9,1.44x,1.44,0.44
MEX,Mexico,Navigation,45+,10,1.25x,1.25,0.25
MEX,Mexico,Shopping,45+,11,1.20x,1.20,0.2
MEX,Mexico,Travel,45+,12,1.11x,1.11,0.11
MEX,Mexico,Food & Drink,45+,13,1.03x,1.03,0.03
MEX,Mexico,Games / Racing,45+,14,1.03x,1.03,0.03
MEX,Mexico,Health & Fitness,45+,15,1.01x,1.01,0.01
MEX,Mexico,Photo & Video,45+,16,0.99x,0.99,-0.01
MEX,Mexico,Utilities,45+,17,0.98x,0.98,-0.02
MEX,Mexico,Books,45+,18,0.94x,0.94,-0.06
MEX,Mexico,Games / Card,45+,19,0.83x,0.83,-0.17
MEX,Mexico,Games / Simulation,45+,20,0.83x,0.83,-0.17
MEX,Mexico,News,45+,21,0.81x,0.81,-0.19
MEX,Mexico,Productivity,45+,22,0.76x,0.76,-0.24
MEX,Mexico,Lifestyle,45+,23,0.73x,0.73,-0.27
MEX,Mexico,Education,45+,24,0.70x,0.70,-0.3
MEX,Mexico,Social Networking,45+,25,0.67x,0.67,-0.33
MEX,Mexico,Games / Adventure,45+,26,0.61x,0.61,-0.39
MEX,Mexico,Music,45+,27,0.60x,0.60,-0.4
MEX,Mexico,Entertainment,45+,28,0.57x,0.57,-0.43
MEX,Mexico,Games / Casino,45+,29,0.56x,0.56,-0.44
MEX,Mexico,Sports,45+,30,0.53x,0.53,-0.47
MEX,Mexico,Games / Strategy,45+,31,0.52x,0.52,-0.48
MEX,Mexico,Games / Sports,45+,32,0.47x,0.47,-0.53
MEX,Mexico,Games / Music,45+,33,0.34x,0.34,-0.66
MEX,Mexico,Games / Action,45+,34,0.33x,0.33,-0.67
MEX,Mexico,Graphics & Design,45+,35,0.31x,0.31,-0.69
MEX,Mexico,Games / Role Playing,45+,36,0.23x,0.23,-0.77
IND,India,Games / Action,18-24,1,1.37x,1.37,0.37
IND,India,Education,18-24,2,1.33x,1.33,0.33
IND,India,Games / Strategy,18-24,3,1.24x,1.24,0.24
IND,India,Games / Racing,18-24,4,1.24x,1.24,0.24
IND,India,Music,18-24,5,1.21x,1.21,0.21
IND,India,Games / Role Playing,18-24,6,1.18x,1.18,0.18
IND,India,Productivity,18-24,7,1.13x,1.13,0.13
IND,India,Games / Sports,18-24,8,1.12x,1.12,0.12
IND,India,Social Networking,18-24,9,1.12x,1.12,0.12
IND,India,Graphics & Design,18-24,10,1.12x,1.12,0.12
IND,India,Games / Simulation,18-24,11,1.06x,1.06,0.06
IND,India,Books,18-24,12,1.05x,1.05,0.05
IND,India,Lifestyle,18-24,13,1.05x,1.05,0.05
IND,India,Photo & Video,18-24,14,1.04x,1.04,0.04
IND,India,Games / Adventure,18-24,15,1.02x,1.02,0.02
IND,India,Games / Board,18-24,16,1.01x,1.01,0.01
IND,India,Utilities,18-24,17,1.01x,1.01,0.01
IND,India,Games / Trivia,18-24,18,1.00x,1.00,0
IND,India,Entertainment,18-24,19,0.94x,0.94,-0.06
IND,India,Sports,18-24,20,0.93x,0.93,-0.07
IND,India,Health & Fitness,18-24,21,0.90x,0.90,-0.1
IND,India,Games / Casual,18-24,22,0.87x,0.87,-0.13
IND,India,Shopping,18-24,23,0.84x,0.84,-0.16
IND,India,Games / Music,18-24,24,0.84x,0.84,-0.16
IND,India,Food & Drink,18-24,25,0.84x,0.84,-0.16
IND,India,Games / Puzzle,18-24,26,0.81x,0.81,-0.19
IND,India,Games / Word,18-24,27,0.79x,0.79,-0.21
IND,India,Navigation,18-24,28,0.73x,0.73,-0.27
IND,India,Medical,18-24,29,0.72x,0.72,-0.28
IND,India,Travel,18-24,30,0.72x,0.72,-0.28
IND,India,Games / Card,18-24,31,0.69x,0.69,-0.31
IND,India,News,18-24,32,0.65x,0.65,-0.35
IND,India,Business,18-24,33,0.63x,0.63,-0.37
IND,India,Finance,18-24,34,0.60x,0.60,-0.4
IND,India,Weather,18-24,35,0.51x,0.51,-0.49
IND,India,Games / Casino,18-24,36,0.49x,0.49,-0.51
IND,India,Finance,25-44,1,1.41x,1.41,0.41
IND,India,Medical,25-44,2,1.40x,1.40,0.4
IND,India,Weather,25-44,3,1.39x,1.39,0.39
IND,India,Business,25-44,4,1.38x,1.38,0.38
IND,India,News,25-44,5,1.35x,1.35,0.35
IND,India,Travel,25-44,6,1.32x,1.32,0.32
IND,India,Navigation,25-44,7,1.29x,1.29,0.29
IND,India,Food & Drink,25-44,8,1.22x,1.22,0.22
IND,India,Shopping,25-44,9,1.21x,1.21,0.21
IND,India,Games / Music,25-44,10,1.16x,1.16,0.16
IND,India,Sports,25-44,11,1.14x,1.14,0.14
IND,India,Entertainment,25-44,12,1.11x,1.11,0.11
IND,India,Health & Fitness,25-44,13,1.10x,1.10,0.1
IND,India,Games / Card,25-44,14,1.09x,1.09,0.09
IND,India,Games / Puzzle,25-44,15,1.04x,1.04,0.04
IND,India,Games / Casual,25-44,16,1.04x,1.04,0.04
IND,India,Games / Trivia,25-44,17,1.03x,1.03,0.03
IND,India,Games / Word,25-44,18,1.03x,1.03,0.03
IND,India,Games / Casino,25-44,19,1.01x,1.01,0.01
IND,India,Utilities,25-44,20,1.00x,1.00,0
IND,India,Photo & Video,25-44,21,0.98x,0.98,-0.02
IND,India,Games / Board,25-44,22,0.98x,0.98,-0.02
IND,India,Lifestyle,25-44,23,0.97x,0.97,-0.03
IND,India,Games / Adventure,25-44,24,0.96x,0.96,-0.04
IND,India,Games / Simulation,25-44,25,0.95x,0.95,-0.05
IND,India,Books,25-44,26,0.93x,0.93,-0.07
IND,India,Games / Sports,25-44,27,0.92x,0.92,-0.08
IND,India,Productivity,25-44,28,0.91x,0.91,-0.09
IND,India,Social Networking,25-44,29,0.90x,0.90,-0.1
IND,India,Graphics & Design,25-44,30,0.90x,0.90,-0.1
IND,India,Games / Role Playing,25-44,31,0.84x,0.84,-0.16
IND,India,Music,25-44,32,0.81x,0.81,-0.19
IND,India,Games / Strategy,25-44,33,0.80x,0.80,-0.2
IND,India,Games / Racing,25-44,34,0.79x,0.79,-0.21
IND,India,Education,25-44,35,0.75x,0.75,-0.25
IND,India,Games / Action,25-44,36,0.66x,0.66,-0.34
IND,India,Games / Casino,45+,1,3.74x,3.74,2.74
IND,India,Games / Card,45+,2,2.95x,2.95,1.95
IND,India,Games / Word,45+,3,2.73x,2.73,1.73
IND,India,Games / Puzzle,45+,4,2.45x,2.45,1.45
IND,India,Weather,45+,5,1.94x,1.94,0.94
IND,India,Games / Casual,45+,6,1.93x,1.93,0.93
IND,India,Finance,45+,7,1.34x,1.34,0.34
IND,India,Games / Adventure,45+,8,1.32x,1.32,0.32
IND,India,News,45+,9,1.26x,1.26,0.26
IND,India,Books,45+,10,1.15x,1.15,0.15
IND,India,Health & Fitness,45+,11,1.13x,1.13,0.13
IND,India,Games / Music,45+,12,1.13x,1.13,0.13
IND,India,Business,45+,13,1.09x,1.09,0.09
IND,India,Games / Board,45+,14,1.05x,1.05,0.05
IND,India,Navigation,45+,15,1.01x,1.01,0.01
IND,India,Games / Simulation,45+,16,0.98x,0.98,-0.02
IND,India,Utilities,45+,17,0.97x,0.97,-0.03
IND,India,Games / Trivia,45+,18,0.97x,0.97,-0.03
IND,India,Travel,45+,19,0.93x,0.93,-0.07
IND,India,Photo & Video,45+,20,0.88x,0.88,-0.12
IND,India,Lifestyle,45+,21,0.87x,0.87,-0.13
IND,India,Shopping,45+,22,0.83x,0.83,-0.17
IND,India,Graphics & Design,45+,23,0.82x,0.82,-0.18
IND,India,Social Networking,45+,24,0.75x,0.75,-0.25
IND,India,Music,45+,25,0.74x,0.74,-0.26
IND,India,Games / Racing,45+,26,0.69x,0.69,-0.31
IND,India,Games / Sports,45+,27,0.67x,0.67,-0.33
IND,India,Entertainment,45+,28,0.66x,0.66,-0.34
IND,India,Food & Drink,45+,29,0.64x,0.64,-0.36
IND,India,Productivity,45+,30,0.61x,0.61,-0.39
IND,India,Sports,45+,31,0.57x,0.57,-0.43
IND,India,Games / Role Playing,45+,32,0.56x,0.56,-0.44
IND,India,Games / Action,45+,33,0.52x,0.52,-0.48
IND,India,Games / Strategy,45+,34,0.35x,0.35,-0.65
IND,India,Medical,45+,35,0.32x,0.32,-0.68
IND,India,Education,45+,36,0.26x,0.26,-0.74
