Country,Country code,year,category,category2,revenue,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,教育,非游戏,809374311.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,新闻,非游戏,749359541.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,交友,非游戏,729215070.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,体育,非游戏,708171553.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,图书,非游戏,704885638.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,生活方式,非游戏,686553616.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,商业,非游戏,682979182.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,实用工具,非游戏,670473496.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,社交网络,非游戏,662437309.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,漫画,非游戏,655387008.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,社交,非游戏,645230621.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,漫画,非游戏,641644389.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,新闻,非游戏,639212880.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,交友,非游戏,630390758.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,音乐与音频,非游戏,622136730.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,图书与工具书,非游戏,589583077.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,交友,非游戏,580933191.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,生产力工具,非游戏,578455975.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,体育,非游戏,568783459.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,视频播放器和编辑器,非游戏,563946997.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,新闻,非游戏,550617460.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,教育,非游戏,546065491.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,购物,非游戏,544766375,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,交友,非游戏,527914807.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,通讯,非游戏,518771819.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,图书,非游戏,514303164,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,照片和视频,非游戏,511102378.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,图书与工具书,非游戏,510029229.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,交友,非游戏,509670939.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,漫画,非游戏,503341878.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,商业,非游戏,499497585.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,社交,非游戏,470244201.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,健康与健身,非游戏,470170254.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,漫画,非游戏,463113850.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,社交网络,非游戏,457732214.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,金融,非游戏,455931471.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,娱乐,非游戏,450617732.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,实用工具,非游戏,436801925.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,图形和设计,非游戏,425721661.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,导航,非游戏,421719969.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,通讯,非游戏,420546400.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,工具,非游戏,420344099.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,新闻,非游戏,418501755,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,图书与工具书,非游戏,416054598.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,生活方式,非游戏,387870339,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,图形和设计,非游戏,385161665.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,金融,非游戏,383192918.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,音乐与音频,非游戏,382536369.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,通讯,非游戏,378214504.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,通讯,非游戏,371452019.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,教育,非游戏,369193615.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,音乐与音频,非游戏,365128994.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,音乐与音频,非游戏,351581962.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,商业,非游戏,348407027,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,导航,非游戏,337254325.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,体育,非游戏,335911812,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,金融,非游戏,334189208,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,通讯,非游戏,333435020.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,工具,非游戏,331805206.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,视频播放器和编辑器,非游戏,326988257.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,音乐与音频,非游戏,320522473,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,新闻,非游戏,316897840,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,教育,非游戏,314422242.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,实用工具,非游戏,311963881.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,图书与工具书,非游戏,311006982.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,图形和设计,非游戏,309602077.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,漫画,非游戏,307839567.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,社交,非游戏,306989295.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,金融,非游戏,306896471.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,通讯,非游戏,306124652.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,通讯,非游戏,305875258.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,导航,非游戏,293711072.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,音乐与音频,非游戏,291676688.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,图形和设计,非游戏,290402962.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,摄影,非游戏,281380232.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,通讯,非游戏,274819547.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,参考,非游戏,273291458.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,交友,非游戏,270829907.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,工具,非游戏,269450130.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,健康与健身,非游戏,268170816.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,工具,非游戏,266350848.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,生产力工具,非游戏,265046884.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,娱乐,非游戏,263922048.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,通讯,非游戏,263203882.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,天气,非游戏,259032002.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,导航,非游戏,254553628.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,生活方式,非游戏,250986675,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,教育,非游戏,249096908.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,图书,非游戏,248804020.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,摄影,非游戏,245478018.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,通讯,非游戏,230181706.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,照片和视频,非游戏,227067183.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,新闻,非游戏,225652411.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,生产力工具,非游戏,223404298,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,天气,非游戏,221582636.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,漫画,非游戏,216982130.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,视频播放器和编辑器,非游戏,211318753.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,工具,非游戏,211060322.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,参考,非游戏,206860931.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,生产力工具,非游戏,206010630.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,商业,非游戏,204727752.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,金融,非游戏,203454784.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,购物,非游戏,202800310.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,体育,非游戏,199381656.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,实用工具,非游戏,196736359.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,音乐与音频,非游戏,191384703.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,新闻,非游戏,190368564.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,摄影,非游戏,187493164,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,生活方式,非游戏,187297278.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,天气,非游戏,186826231.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,导航,非游戏,183790146.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,摄影,非游戏,181556795.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,图形和设计,非游戏,179534918.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,新闻,非游戏,175254809.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,新闻与杂志,非游戏,175138588.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,图书与工具书,非游戏,170844251.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,通讯,非游戏,169494655.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,工具,非游戏,168366814.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,天气,非游戏,166564133.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,医疗,非游戏,163755212.8,,,,,,,,,,,,,,,,,,,
