Country,Country code,Category,hour_of_day,value
Canada,CAN,Automotive,10,
Canada,CAN,Books & Reference,10,0.0217
Canada,CAN,Business,10,
Canada,CAN,Education,10,-0.021
Canada,CAN,Entertainment,10,0.7895
Canada,CAN,Family & Relationships,10,
Canada,CAN,Finance,10,1.8323
Canada,CAN,Food & Drink,10,
Canada,CAN,Generative AI,10,-0.4057
Canada,CAN,Graphic & Design,10,-0.259
Canada,CAN,Health & Fitness,10,0.0518
Canada,CAN,Lifestyle,10,0.4141
Canada,CAN,Medical,10,
Canada,CAN,Music,10,
Canada,CAN,News & Magazines,10,0.6366
Canada,CAN,Photo & Video,10,0.2708
Canada,CAN,Productivity,10,
Canada,CAN,Real Estate,10,
Canada,CAN,RMG,10,
Canada,CAN,Shopping,10,0.3746
Canada,CAN,Social,10,
Canada,CAN,Social Media,10,0.1899
Canada,CAN,Sports,10,0.9265
Canada,CAN,Tools,10,1.0735
Canada,CAN,Travel,10,0.2584
Canada,CAN,Travel & Navigation,10,
Canada,CAN,Utility & Productivity,10,0.7663
Canada,CAN,Weather,10,
Canada,CAN,Art & Design,11,
Canada,CAN,Automotive,11,
Canada,CAN,Books & Reference,11,0.2009
Canada,CAN,Business,11,
Canada,CAN,Education,11,-0.0277
Canada,CAN,Entertainment,11,0.7251
Canada,CAN,Family & Relationships,11,
Canada,CAN,Finance,11,1.2887
Canada,CAN,Food & Drink,11,
Canada,CAN,Generative AI,11,-0.3643
Canada,CAN,Graphic & Design,11,-0.0888
Canada,CAN,Health & Fitness,11,0.2197
Canada,CAN,Lifestyle,11,0.5262
Canada,CAN,Medical,11,
Canada,CAN,Music,11,
Canada,CAN,News & Magazines,11,0.365
Canada,CAN,Photo & Video,11,0.5646
Canada,CAN,Productivity,11,
Canada,CAN,Real Estate,11,
Canada,CAN,RMG,11,
Canada,CAN,Shopping,11,0.4721
Canada,CAN,Social,11,
Canada,CAN,Social Media,11,0.3719
Canada,CAN,Sports,11,1.1434
Canada,CAN,Tools,11,0.9042
Canada,CAN,Travel,11,0.4046
Canada,CAN,Travel & Navigation,11,
Canada,CAN,Utility & Productivity,11,0.6977
Canada,CAN,Weather,11,
Canada,CAN,Art & Design,12,
Canada,CAN,Automotive,12,
Canada,CAN,Books & Reference,12,0.3537
Canada,CAN,Business,12,
Canada,CAN,Education,12,-0.1832
Canada,CAN,Entertainment,12,0.8282
Canada,CAN,Family & Relationships,12,
Canada,CAN,Finance,12,1.1589
Canada,CAN,Food & Drink,12,
Canada,CAN,Generative AI,12,-0.2692
Canada,CAN,Graphic & Design,12,0.0585
Canada,CAN,Health & Fitness,12,0.6825
Canada,CAN,Lifestyle,12,0.6967
Canada,CAN,Medical,12,
Canada,CAN,Music,12,
Canada,CAN,News & Magazines,12,0.5632
Canada,CAN,Photo & Video,12,0.6443
Canada,CAN,Productivity,12,
Canada,CAN,Real Estate,12,
Canada,CAN,RMG,12,
Canada,CAN,Shopping,12,0.5597
Canada,CAN,Social,12,
Canada,CAN,Social Media,12,0.5524
Canada,CAN,Sports,12,1.2056
Canada,CAN,Tools,12,1.4581
Canada,CAN,Travel,12,0.5466
Canada,CAN,Travel & Navigation,12,
Canada,CAN,Utility & Productivity,12,0.6208
Canada,CAN,Weather,12,
Canada,CAN,Art & Design,13,
Canada,CAN,Automotive,13,
Canada,CAN,Books & Reference,13,0.2522
Canada,CAN,Business,13,
Canada,CAN,Education,13,-0.3101
Canada,CAN,Entertainment,13,0.6741
Canada,CAN,Family & Relationships,13,
Canada,CAN,Finance,13,0.8956
Canada,CAN,Food & Drink,13,
Canada,CAN,Generative AI,13,-0.2576
Canada,CAN,Graphic & Design,13,0.335
Canada,CAN,Health & Fitness,13,0.5461
Canada,CAN,Lifestyle,13,0.827
Canada,CAN,Medical,13,
Canada,CAN,Music,13,
Canada,CAN,News & Magazines,13,0.2451
Canada,CAN,Photo & Video,13,0.8112
Canada,CAN,Productivity,13,
Canada,CAN,Real Estate,13,
Canada,CAN,RMG,13,
Canada,CAN,Shopping,13,0.5946
Canada,CAN,Social,13,
Canada,CAN,Social Media,13,0.5845
Canada,CAN,Sports,13,1.4926
Canada,CAN,Tools,13,1.2196
Canada,CAN,Travel,13,0.6638
Canada,CAN,Travel & Navigation,13,
Canada,CAN,Utility & Productivity,13,0.4177
Canada,CAN,Weather,13,
Canada,CAN,Art & Design,14,
Canada,CAN,Automotive,14,
Canada,CAN,Books & Reference,14,0.2167
Canada,CAN,Business,14,
Canada,CAN,Education,14,-0.3206
Canada,CAN,Entertainment,14,0.7042
Canada,CAN,Family & Relationships,14,
Canada,CAN,Finance,14,0.6341
Canada,CAN,Food & Drink,14,
Canada,CAN,Generative AI,14,-0.1097
Canada,CAN,Graphic & Design,14,0.2729
Canada,CAN,Health & Fitness,14,0.4576
Canada,CAN,Lifestyle,14,0.6133
Canada,CAN,Medical,14,
Canada,CAN,Music,14,
Canada,CAN,News & Magazines,14,0.0281
Canada,CAN,Photo & Video,14,0.8166
Canada,CAN,Productivity,14,
Canada,CAN,Real Estate,14,
Canada,CAN,RMG,14,
Canada,CAN,Shopping,14,0.5597
Canada,CAN,Social,14,
Canada,CAN,Social Media,14,0.6444
Canada,CAN,Sports,14,0.9927
Canada,CAN,Tools,14,0.4888
Canada,CAN,Travel,14,0.9452
Canada,CAN,Travel & Navigation,14,
Canada,CAN,Utility & Productivity,14,0.3812
Canada,CAN,Weather,14,
Canada,CAN,Art & Design,15,
Canada,CAN,Automotive,15,
Canada,CAN,Books & Reference,15,0.2531
Canada,CAN,Business,15,
Canada,CAN,Education,15,-0.1639
Canada,CAN,Entertainment,15,0.7185
Canada,CAN,Family & Relationships,15,
Canada,CAN,Finance,15,0.581
Canada,CAN,Food & Drink,15,
Canada,CAN,Generative AI,15,0.3308
Canada,CAN,Graphic & Design,15,0.7179
Canada,CAN,Health & Fitness,15,0.5602
Canada,CAN,Lifestyle,15,0.6785
Canada,CAN,Medical,15,
Canada,CAN,Music,15,
Canada,CAN,News & Magazines,15,0.0411
Canada,CAN,Photo & Video,15,1.001
Canada,CAN,Productivity,15,
Canada,CAN,Real Estate,15,
Canada,CAN,RMG,15,
Canada,CAN,Shopping,15,0.6486
Canada,CAN,Social,15,
Canada,CAN,Social Media,15,0.7073
Canada,CAN,Sports,15,1.3539
Canada,CAN,Tools,15,0.3965
Canada,CAN,Travel,15,1.1258
Canada,CAN,Travel & Navigation,15,
Canada,CAN,Utility & Productivity,15,0.4363
Canada,CAN,Weather,15,
Canada,CAN,Art & Design,16,
Canada,CAN,Automotive,16,
Canada,CAN,Books & Reference,16,0.2884
Canada,CAN,Business,16,
Canada,CAN,Education,16,0.0612
Canada,CAN,Entertainment,16,0.8722
Canada,CAN,Family & Relationships,16,
Canada,CAN,Finance,16,0.4683
Canada,CAN,Food & Drink,16,
Canada,CAN,Generative AI,16,0.8605
Canada,CAN,Graphic & Design,16,1.0534
Canada,CAN,Health & Fitness,16,0.6274
Canada,CAN,Lifestyle,16,1.0416
Canada,CAN,Medical,16,
Canada,CAN,Music,16,
Canada,CAN,News & Magazines,16,0.1509
Canada,CAN,Photo & Video,16,1.0672
Canada,CAN,Productivity,16,
Canada,CAN,Real Estate,16,
Canada,CAN,RMG,16,
Canada,CAN,Shopping,16,0.6958
Canada,CAN,Social,16,
Canada,CAN,Social Media,16,0.7405
Canada,CAN,Sports,16,1.6182
Canada,CAN,Tools,16,-0.0343
Canada,CAN,Travel,16,1.1631
Canada,CAN,Travel & Navigation,16,
Canada,CAN,Utility & Productivity,16,0.4435
Canada,CAN,Weather,16,
Canada,CAN,Art & Design,17,
Canada,CAN,Automotive,17,
Canada,CAN,Books & Reference,17,0.3603
Canada,CAN,Business,17,
Canada,CAN,Education,17,0.1301
Canada,CAN,Entertainment,17,0.7354
Canada,CAN,Family & Relationships,17,
Canada,CAN,Finance,17,-0.0159
Canada,CAN,Food & Drink,17,
Canada,CAN,Generative AI,17,0.9279
Canada,CAN,Graphic & Design,17,1.0338
Canada,CAN,Health & Fitness,17,0.8773
Canada,CAN,Lifestyle,17,0.8404
Canada,CAN,Medical,17,
Canada,CAN,Music,17,
Canada,CAN,News & Magazines,17,0.1441
Canada,CAN,Photo & Video,17,0.9118
Canada,CAN,Productivity,17,
Canada,CAN,Real Estate,17,
Canada,CAN,RMG,17,
Canada,CAN,Shopping,17,0.8297
Canada,CAN,Social,17,
Canada,CAN,Social Media,17,0.7539
Canada,CAN,Sports,17,0.6791
Canada,CAN,Tools,17,-0.6882
Canada,CAN,Travel,17,1.1086
Canada,CAN,Travel & Navigation,17,
Canada,CAN,Utility & Productivity,17,0.3638
Canada,CAN,Weather,17,
Canada,CAN,Art & Design,18,
Canada,CAN,Automotive,18,
Canada,CAN,Books & Reference,18,0.4624
Canada,CAN,Business,18,
Canada,CAN,Education,18,0.2968
Canada,CAN,Entertainment,18,0.5961
Canada,CAN,Family & Relationships,18,
Canada,CAN,Finance,18,-0.0781
Canada,CAN,Food & Drink,18,
Canada,CAN,Generative AI,18,0.9691
Canada,CAN,Graphic & Design,18,1.1778
Canada,CAN,Health & Fitness,18,1.1827
Canada,CAN,Lifestyle,18,1.0521
Canada,CAN,Medical,18,
Canada,CAN,Music,18,
Canada,CAN,News & Magazines,18,0.1327
Canada,CAN,Photo & Video,18,1.003
Canada,CAN,Productivity,18,
Canada,CAN,Real Estate,18,
Canada,CAN,RMG,18,
Canada,CAN,Shopping,18,0.9517
Canada,CAN,Social,18,
Canada,CAN,Social Media,18,0.757
Canada,CAN,Sports,18,0.2129
Canada,CAN,Tools,18,-1.0344
Canada,CAN,Travel,18,1.0196
Canada,CAN,Travel & Navigation,18,
Canada,CAN,Utility & Productivity,18,0.2562
Canada,CAN,Weather,18,
Canada,CAN,Art & Design,19,
Canada,CAN,Automotive,19,
Canada,CAN,Books & Reference,19,0.6997
Canada,CAN,Business,19,
Canada,CAN,Education,19,0.5238
Canada,CAN,Entertainment,19,0.5117
Canada,CAN,Family & Relationships,19,
Canada,CAN,Finance,19,-0.1845
Canada,CAN,Food & Drink,19,
Canada,CAN,Generative AI,19,1.0448
Canada,CAN,Graphic & Design,19,1.3921
Canada,CAN,Health & Fitness,19,1.3188
Canada,CAN,Lifestyle,19,1.2648
Canada,CAN,Medical,19,
Canada,CAN,Music,19,
Canada,CAN,News & Magazines,19,0.0798
Canada,CAN,Photo & Video,19,0.9077
Canada,CAN,Productivity,19,
Canada,CAN,Real Estate,19,
Canada,CAN,RMG,19,
Canada,CAN,Shopping,19,1.1078
Canada,CAN,Social,19,
Canada,CAN,Social Media,19,0.877
Canada,CAN,Sports,19,0.0686
Canada,CAN,Tools,19,-1.0498
Canada,CAN,Travel,19,1.0265
Canada,CAN,Travel & Navigation,19,
Canada,CAN,Utility & Productivity,19,0.0694
Canada,CAN,Weather,19,
Canada,CAN,Art & Design,20,
Canada,CAN,Automotive,20,
Canada,CAN,Books & Reference,20,1.1467
Canada,CAN,Business,20,
Canada,CAN,Education,20,1.0002
Canada,CAN,Entertainment,20,0.4009
Canada,CAN,Family & Relationships,20,
Canada,CAN,Finance,20,-0.3783
Canada,CAN,Food & Drink,20,
Canada,CAN,Generative AI,20,1.2577
Canada,CAN,Graphic & Design,20,1.3496
Canada,CAN,Health & Fitness,20,1.2475
Canada,CAN,Lifestyle,20,1.1441
Canada,CAN,Medical,20,
Canada,CAN,Music,20,
Canada,CAN,News & Magazines,20,0.0304
Canada,CAN,Photo & Video,20,0.8807
Canada,CAN,Productivity,20,
Canada,CAN,Real Estate,20,
Canada,CAN,RMG,20,
Canada,CAN,Shopping,20,1.2335
Canada,CAN,Social,20,
Canada,CAN,Social Media,20,0.9066
Canada,CAN,Sports,20,0.0286
Canada,CAN,Tools,20,-2.4498
Canada,CAN,Travel,20,0.7852
Canada,CAN,Travel & Navigation,20,
Canada,CAN,Utility & Productivity,20,-0.129
Canada,CAN,Weather,20,
Canada,CAN,Art & Design,21,
Canada,CAN,Automotive,21,
Canada,CAN,Books & Reference,21,1.405
Canada,CAN,Business,21,
Canada,CAN,Education,21,1.8891
Canada,CAN,Entertainment,21,0.3408
Canada,CAN,Family & Relationships,21,
Canada,CAN,Finance,21,-0.4532
Canada,CAN,Food & Drink,21,
Canada,CAN,Generative AI,21,1.5981
Canada,CAN,Graphic & Design,21,1.2988
Canada,CAN,Health & Fitness,21,1.1622
Canada,CAN,Lifestyle,21,0.7982
Canada,CAN,Medical,21,
Canada,CAN,Music,21,
Canada,CAN,News & Magazines,21,0.1343
Canada,CAN,Photo & Video,21,0.7706
Canada,CAN,Productivity,21,
Canada,CAN,Real Estate,21,
Canada,CAN,RMG,21,
Canada,CAN,Shopping,21,1.1809
Canada,CAN,Social,21,
Canada,CAN,Social Media,21,1.1037
Canada,CAN,Sports,21,0.0104
Canada,CAN,Tools,21,1.0119
Canada,CAN,Travel,21,0.7073
Canada,CAN,Travel & Navigation,21,
Canada,CAN,Utility & Productivity,21,-0.2191
Canada,CAN,Weather,21,
Canada,CAN,Art & Design,22,
Canada,CAN,Automotive,22,
Canada,CAN,Books & Reference,22,1.635
Canada,CAN,Business,22,
Canada,CAN,Education,22,2.5996
Canada,CAN,Entertainment,22,0.1998
Canada,CAN,Family & Relationships,22,
Canada,CAN,Finance,22,-0.5397
Canada,CAN,Food & Drink,22,
Canada,CAN,Generative AI,22,1.6913
Canada,CAN,Graphic & Design,22,0.9863
Canada,CAN,Health & Fitness,22,0.8592
Canada,CAN,Lifestyle,22,0.1353
Canada,CAN,Medical,22,
Canada,CAN,Music,22,
Canada,CAN,News & Magazines,22,0.0911
Canada,CAN,Photo & Video,22,0.6491
Canada,CAN,Productivity,22,
Canada,CAN,Real Estate,22,
Canada,CAN,RMG,22,
Canada,CAN,Shopping,22,0.8642
Canada,CAN,Social,22,
Canada,CAN,Social Media,22,1.1057
Canada,CAN,Sports,22,-0.2586
Canada,CAN,Tools,22,1.812
Canada,CAN,Travel,22,0.3522
Canada,CAN,Travel & Navigation,22,
Canada,CAN,Utility & Productivity,22,-0.5182
Canada,CAN,Weather,22,
Canada,CAN,Art & Design,23,
Canada,CAN,Automotive,23,
Canada,CAN,Books & Reference,23,1.3288
Canada,CAN,Business,23,
Canada,CAN,Education,23,1.6284
Canada,CAN,Entertainment,23,-0.2336
Canada,CAN,Family & Relationships,23,
Canada,CAN,Finance,23,-0.7714
Canada,CAN,Food & Drink,23,
Canada,CAN,Generative AI,23,1.161
Canada,CAN,Graphic & Design,23,0.5183
Canada,CAN,Health & Fitness,23,0.3492
Canada,CAN,Lifestyle,23,-0.5583
Canada,CAN,Medical,23,
Canada,CAN,Music,23,
Canada,CAN,News & Magazines,23,-0.5567
Canada,CAN,Photo & Video,23,0.2843
Canada,CAN,Productivity,23,
Canada,CAN,Real Estate,23,
Canada,CAN,RMG,23,
Canada,CAN,Shopping,23,0.0138
Canada,CAN,Social,23,
Canada,CAN,Social Media,23,0.7494
Canada,CAN,Sports,23,-0.6236
Canada,CAN,Tools,23,-0.142
Canada,CAN,Travel,23,-0.1457
Canada,CAN,Travel & Navigation,23,
Canada,CAN,Utility & Productivity,23,-0.9928
Canada,CAN,Weather,23,
Germany,DEU,Art & Design,0,
Germany,DEU,Automotive,0,-0.2526
Germany,DEU,Books & Reference,0,0.363
Germany,DEU,Business,0,-1.2374
Germany,DEU,Education,0,-0.854
Germany,DEU,Entertainment,0,-0.9163
Germany,DEU,Family & Relationships,0,
Germany,DEU,Finance,0,0.0777
Germany,DEU,Food & Drink,0,
Germany,DEU,Generative AI,0,0.225
Germany,DEU,Graphic & Design,0,-0.8759
Germany,DEU,Health & Fitness,0,-0.9474
Germany,DEU,Lifestyle,0,-1.1268
Germany,DEU,Medical,0,
Germany,DEU,Music,0,
Germany,DEU,News & Magazines,0,-1.3698
Germany,DEU,Photo & Video,0,-0.5034
Germany,DEU,Productivity,0,
Germany,DEU,Real Estate,0,
Germany,DEU,RMG,0,
Germany,DEU,Shopping,0,-0.7746
Germany,DEU,Social,0,
Germany,DEU,Social Media,0,-0.3975
Germany,DEU,Sports,0,-0.5546
Germany,DEU,Tools,0,
Germany,DEU,Travel,0,-1.0432
Germany,DEU,Travel & Navigation,0,
Germany,DEU,Utility & Productivity,0,-1.3572
Germany,DEU,Weather,0,
Germany,DEU,Art & Design,1,
Germany,DEU,Automotive,1,-0.8844
Germany,DEU,Books & Reference,1,-0.5976
Germany,DEU,Business,1,-1.3981
Germany,DEU,Education,1,-1.2598
Germany,DEU,Entertainment,1,-1.4174
Germany,DEU,Family & Relationships,1,
Germany,DEU,Finance,1,-1.1466
Germany,DEU,Food & Drink,1,
Germany,DEU,Generative AI,1,-0.5275
Germany,DEU,Graphic & Design,1,-1.2491
Germany,DEU,Health & Fitness,1,-1.416
Germany,DEU,Lifestyle,1,-1.4512
Germany,DEU,Medical,1,
Germany,DEU,Music,1,
Germany,DEU,News & Magazines,1,-1.6365
Germany,DEU,Photo & Video,1,-1.0546
Germany,DEU,Productivity,1,
Germany,DEU,Real Estate,1,
Germany,DEU,RMG,1,
Germany,DEU,Shopping,1,-1.2783
Germany,DEU,Social,1,
Germany,DEU,Social Media,1,-1.1349
Germany,DEU,Sports,1,-0.8966
Germany,DEU,Tools,1,
Germany,DEU,Travel,1,-1.4288
Germany,DEU,Travel & Navigation,1,
Germany,DEU,Utility & Productivity,1,-1.7448
Germany,DEU,Weather,1,
Germany,DEU,Art & Design,2,
Germany,DEU,Automotive,2,-1.2813
Germany,DEU,Books & Reference,2,-1.3836
Germany,DEU,Business,2,-1.4603
Germany,DEU,Education,2,-1.3685
Germany,DEU,Entertainment,2,-1.6974
Germany,DEU,Family & Relationships,2,
Germany,DEU,Finance,2,-1.8319
Germany,DEU,Food & Drink,2,
Germany,DEU,Generative AI,2,-1.0975
Germany,DEU,Graphic & Design,2,-1.4614
Germany,DEU,Health & Fitness,2,-1.6376
Germany,DEU,Lifestyle,2,-1.5918
Germany,DEU,Medical,2,
Germany,DEU,Music,2,
Germany,DEU,News & Magazines,2,-1.7209
Germany,DEU,Photo & Video,2,-1.3236
Germany,DEU,Productivity,2,
Germany,DEU,Real Estate,2,
Germany,DEU,RMG,2,
Germany,DEU,Shopping,2,-1.5251
Germany,DEU,Social,2,
Germany,DEU,Social Media,2,-1.5917
Germany,DEU,Sports,2,-1.0562
Germany,DEU,Tools,2,
Germany,DEU,Travel,2,-1.5489
Germany,DEU,Travel & Navigation,2,
Germany,DEU,Utility & Productivity,2,-1.919
Germany,DEU,Weather,2,
Germany,DEU,Art & Design,3,
Germany,DEU,Automotive,3,-1.4897
Germany,DEU,Books & Reference,3,-1.735
Germany,DEU,Business,3,-1.5251
Germany,DEU,Education,3,-1.4047
Germany,DEU,Entertainment,3,-1.8746
Germany,DEU,Family & Relationships,3,
Germany,DEU,Finance,3,-2.0782
Germany,DEU,Food & Drink,3,
Germany,DEU,Generative AI,3,-1.4784
Germany,DEU,Graphic & Design,3,-1.5917
Germany,DEU,Health & Fitness,3,-1.7114
Germany,DEU,Lifestyle,3,-1.5038
Germany,DEU,Medical,3,
Germany,DEU,Music,3,
Germany,DEU,News & Magazines,3,-1.7604
Germany,DEU,Photo & Video,3,-1.4995
Germany,DEU,Productivity,3,
Germany,DEU,Real Estate,3,
Germany,DEU,RMG,3,
Germany,DEU,Shopping,3,-1.647
Germany,DEU,Social,3,
Germany,DEU,Social Media,3,-1.8367
Germany,DEU,Sports,3,-1.1516
Germany,DEU,Tools,3,
Germany,DEU,Travel,3,-1.6079
Germany,DEU,Travel & Navigation,3,
Germany,DEU,Utility & Productivity,3,-1.9173
Germany,DEU,Weather,3,
Germany,DEU,Art & Design,4,
Germany,DEU,Automotive,4,-1.5638
Germany,DEU,Books & Reference,4,-1.9138
Germany,DEU,Business,4,-1.4522
Germany,DEU,Education,4,-1.3672
Germany,DEU,Entertainment,4,-1.8634
Germany,DEU,Family & Relationships,4,
Germany,DEU,Finance,4,-1.9708
Germany,DEU,Food & Drink,4,
Germany,DEU,Generative AI,4,-1.6296
Germany,DEU,Graphic & Design,4,-1.5649
Germany,DEU,Health & Fitness,4,-1.7001
Germany,DEU,Lifestyle,4,-1.2873
Germany,DEU,Medical,4,
Germany,DEU,Music,4,
Germany,DEU,News & Magazines,4,-1.6228
Germany,DEU,Photo & Video,4,-1.5572
Germany,DEU,Productivity,4,
Germany,DEU,Real Estate,4,
Germany,DEU,RMG,4,
Germany,DEU,Shopping,4,-1.6485
Germany,DEU,Social,4,
Germany,DEU,Social Media,4,-1.8362
Germany,DEU,Sports,4,-1.1799
Germany,DEU,Tools,4,
Germany,DEU,Travel,4,-1.5652
Germany,DEU,Travel & Navigation,4,
Germany,DEU,Utility & Productivity,4,-1.6399
Germany,DEU,Weather,4,
Germany,DEU,Art & Design,5,
Germany,DEU,Automotive,5,-1.4889
Germany,DEU,Books & Reference,5,-1.7261
Germany,DEU,Business,5,-1.3103
Germany,DEU,Education,5,-1.1834
Germany,DEU,Entertainment,5,-1.4961
Germany,DEU,Family & Relationships,5,
Germany,DEU,Finance,5,-1.3429
Germany,DEU,Food & Drink,5,
Germany,DEU,Generative AI,5,-1.6091
Germany,DEU,Graphic & Design,5,-1.469
Germany,DEU,Health & Fitness,5,-1.3901
Germany,DEU,Lifestyle,5,-1.1519
Germany,DEU,Medical,5,
Germany,DEU,Music,5,
Germany,DEU,News & Magazines,5,-1.1946
Germany,DEU,Photo & Video,5,-1.4903
Germany,DEU,Productivity,5,
Germany,DEU,Real Estate,5,
Germany,DEU,RMG,5,
Germany,DEU,Shopping,5,-1.4678
Germany,DEU,Social,5,
Germany,DEU,Social Media,5,-1.5354
Germany,DEU,Sports,5,-1.1083
Germany,DEU,Tools,5,
Germany,DEU,Travel,5,-1.4157
Germany,DEU,Travel & Navigation,5,
Germany,DEU,Utility & Productivity,5,-0.8736
Germany,DEU,Weather,5,
Germany,DEU,Art & Design,6,
Germany,DEU,Automotive,6,-1.1455
Germany,DEU,Books & Reference,6,-1.0885
Germany,DEU,Business,6,-0.9119
Germany,DEU,Education,6,-0.5358
Germany,DEU,Entertainment,6,-0.7181
Germany,DEU,Family & Relationships,6,
Germany,DEU,Finance,6,-0.4298
Germany,DEU,Food & Drink,6,
Germany,DEU,Generative AI,6,-1.1576
Germany,DEU,Graphic & Design,6,-1.1597
Germany,DEU,Health & Fitness,6,-0.7368
Germany,DEU,Lifestyle,6,-0.9655
Germany,DEU,Medical,6,
Germany,DEU,Music,6,
Germany,DEU,News & Magazines,6,-0.3648
Germany,DEU,Photo & Video,6,-1.32
Germany,DEU,Productivity,6,
Germany,DEU,Real Estate,6,
Germany,DEU,RMG,6,
Germany,DEU,Shopping,6,-0.9952
Germany,DEU,Social,6,
Germany,DEU,Social Media,6,-0.9815
Germany,DEU,Sports,6,-0.9452
Germany,DEU,Tools,6,
Germany,DEU,Travel,6,-0.9235
Germany,DEU,Travel & Navigation,6,
Germany,DEU,Utility & Productivity,6,0.1625
Germany,DEU,Weather,6,
Germany,DEU,Art & Design,7,
Germany,DEU,Automotive,7,-0.7787
Germany,DEU,Books & Reference,7,-0.5221
Germany,DEU,Business,7,-0.2392
Germany,DEU,Education,7,0.0009
Germany,DEU,Entertainment,7,0.0219
Germany,DEU,Family & Relationships,7,
Germany,DEU,Finance,7,0.2222
Germany,DEU,Food & Drink,7,
Germany,DEU,Generative AI,7,-0.9014
Germany,DEU,Graphic & Design,7,-0.7826
Germany,DEU,Health & Fitness,7,-0.3106
Germany,DEU,Lifestyle,7,-0.7921
Germany,DEU,Medical,7,
Germany,DEU,Music,7,
Germany,DEU,News & Magazines,7,0.4943
Germany,DEU,Photo & Video,7,-1.0064
Germany,DEU,Productivity,7,
Germany,DEU,Real Estate,7,
Germany,DEU,RMG,7,
Germany,DEU,Shopping,7,-0.4607
Germany,DEU,Social,7,
Germany,DEU,Social Media,7,-0.4189
Germany,DEU,Sports,7,-0.7742
Germany,DEU,Tools,7,
Germany,DEU,Travel,7,-0.4641
Germany,DEU,Travel & Navigation,7,
Germany,DEU,Utility & Productivity,7,0.5452
Germany,DEU,Weather,7,
Germany,DEU,Art & Design,8,
Germany,DEU,Automotive,8,-0.4657
Germany,DEU,Books & Reference,8,-0.0502
Germany,DEU,Business,8,0.3322
Germany,DEU,Education,8,0.2659
Germany,DEU,Entertainment,8,0.3741
Germany,DEU,Family & Relationships,8,
Germany,DEU,Finance,8,0.6204
Germany,DEU,Food & Drink,8,
Germany,DEU,Generative AI,8,-0.846
Germany,DEU,Graphic & Design,8,-0.3083
Germany,DEU,Health & Fitness,8,-0.0832
Germany,DEU,Lifestyle,8,-0.2261
Germany,DEU,Medical,8,
Germany,DEU,Music,8,
Germany,DEU,News & Magazines,8,1.0561
Germany,DEU,Photo & Video,8,-0.5913
Germany,DEU,Productivity,8,
Germany,DEU,Real Estate,8,
Germany,DEU,RMG,8,
Germany,DEU,Shopping,8,-0.067
Germany,DEU,Social,8,
Germany,DEU,Social Media,8,-0.0109
Germany,DEU,Sports,8,-0.6678
Germany,DEU,Tools,8,
Germany,DEU,Travel,8,-0.2407
Germany,DEU,Travel & Navigation,8,
Germany,DEU,Utility & Productivity,8,0.8473
Germany,DEU,Weather,8,
Germany,DEU,Art & Design,9,
Germany,DEU,Automotive,9,-0.1557
Germany,DEU,Books & Reference,9,0.1215
Germany,DEU,Business,9,1.0494
Germany,DEU,Education,9,0.3418
Germany,DEU,Entertainment,9,0.6024
Germany,DEU,Family & Relationships,9,
Germany,DEU,Finance,9,1.1853
Germany,DEU,Food & Drink,9,
Germany,DEU,Generative AI,9,-0.5319
Germany,DEU,Graphic & Design,9,0.1238
Germany,DEU,Health & Fitness,9,0.2985
Germany,DEU,Lifestyle,9,0.1837
Germany,DEU,Medical,9,
Germany,DEU,Music,9,
Germany,DEU,News & Magazines,9,1.1968
Germany,DEU,Photo & Video,9,-0.2004
Germany,DEU,Productivity,9,
Germany,DEU,Real Estate,9,
Germany,DEU,RMG,9,
Germany,DEU,Shopping,9,0.2293
Germany,DEU,Social,9,
Germany,DEU,Social Media,9,0.2349
Germany,DEU,Sports,9,-0.4966
Germany,DEU,Tools,9,
Germany,DEU,Travel,9,0.1884
Germany,DEU,Travel & Navigation,9,
Germany,DEU,Utility & Productivity,9,0.9109
Germany,DEU,Weather,9,
Germany,DEU,Art & Design,10,
Germany,DEU,Automotive,10,0.0225
Germany,DEU,Books & Reference,10,0.0343
Germany,DEU,Business,10,1.2493
Germany,DEU,Education,10,0.1852
Germany,DEU,Entertainment,10,0.6708
Germany,DEU,Family & Relationships,10,
Germany,DEU,Finance,10,0.6686
Germany,DEU,Food & Drink,10,
Germany,DEU,Generative AI,10,-0.2588
Germany,DEU,Graphic & Design,10,0.3769
Germany,DEU,Health & Fitness,10,0.3143
Germany,DEU,Lifestyle,10,0.4407
Germany,DEU,Medical,10,
Germany,DEU,Music,10,
Germany,DEU,News & Magazines,10,0.8934
Germany,DEU,Photo & Video,10,0.0946
Germany,DEU,Productivity,10,
Germany,DEU,Real Estate,10,
Germany,DEU,RMG,10,
Germany,DEU,Shopping,10,0.345
Germany,DEU,Social,10,
Germany,DEU,Social Media,10,0.2309
Germany,DEU,Sports,10,-0.4841
Germany,DEU,Tools,10,
Germany,DEU,Travel,10,0.4731
Germany,DEU,Travel & Navigation,10,
Germany,DEU,Utility & Productivity,10,0.7619
Germany,DEU,Weather,10,
Germany,DEU,Art & Design,11,
Germany,DEU,Automotive,11,0.1171
Germany,DEU,Books & Reference,11,0.0302
Germany,DEU,Business,11,1.2628
Germany,DEU,Education,11,0.1117
Germany,DEU,Entertainment,11,0.7679
Germany,DEU,Family & Relationships,11,
Germany,DEU,Finance,11,0.7389
Germany,DEU,Food & Drink,11,
Germany,DEU,Generative AI,11,-0.0279
