Country,Country code,year,category,category2,revenue
Brazil,BRA,2016,Transportation,Non-Gaming,11161.18
Brazil,BRA,2018,Developer Tools,Non-Gaming,11060.3
Brazil,BRA,2014,Parenting,Non-Gaming,10194.86
Brazil,BRA,2015,Media & Video,Non-Gaming,10082.12
Brazil,BRA,2017,Developer Tools,Non-Gaming,9485.52
Brazil,BRA,2014,Libraries & Demo,Non-Gaming,8851.08
Brazil,BRA,2014,Art & Design,Non-Gaming,8458.01
Brazil,BRA,2014,Beauty,Non-Gaming,8101.39
Brazil,BRA,2015,Libraries & Demo,Non-Gaming,8045.08
Brazil,BRA,2015,Beauty,Non-Gaming,7715.12
Brazil,BRA,2014,Catalogs,Non-Gaming,7370.55
Brazil,BRA,2016,Beauty,Non-Gaming,6299.03
Brazil,BRA,2016,Media & Video,Non-Gaming,5448.79
Brazil,BRA,2017,Events,Non-Gaming,4943.83
Brazil,BRA,2015,Developer Tools,Non-Gaming,4864.67
Brazil,BRA,2016,Developer Tools,Non-Gaming,4265.85
Brazil,BRA,2017,Transportation,Non-Gaming,3701.51
Brazil,BRA,2014,Developer Tools,Non-Gaming,2948.13
Brazil,BRA,2014,House & Home,Non-Gaming,2760.58
Brazil,BRA,2020,Stickers,Non-Gaming,2195.38
Brazil,BRA,2014,Stickers,Non-Gaming,1251.63
Brazil,BRA,2015,Stickers,Non-Gaming,1215.31
Brazil,BRA,2017,Stickers,Non-Gaming,1084.75
Brazil,BRA,2020,Transportation,Non-Gaming,1074.82
Brazil,BRA,2018,Transportation,Non-Gaming,1067.41
Brazil,BRA,2016,Stickers,Non-Gaming,983.48
Brazil,BRA,2019,Stickers,Non-Gaming,773.39
Brazil,BRA,2016,Events,Non-Gaming,767.7
Brazil,BRA,2018,Stickers,Non-Gaming,757.96
Brazil,BRA,2019,Transportation,Non-Gaming,623.36
Brazil,BRA,2020,Media & Video,Non-Gaming,435.11
Brazil,BRA,2017,Media & Video,Non-Gaming,301.05
Brazil,BRA,2018,Media & Video,Non-Gaming,249.23
Brazil,BRA,2014,,Non-Gaming,116.87
Brazil,BRA,2015,Events,Non-Gaming,65.35
Brazil,BRA,2019,Media & Video,Non-Gaming,52.28
Brazil,BRA,2015,,Non-Gaming,31.56
Brazil,BRA,2014,Events,Non-Gaming,1.33
Brazil,BRA,2022,Stickers,Non-Gaming,0
Canada,CAN,2024,Entertainment,Non-Gaming,338402774.6
Canada,CAN,2022,Entertainment,Non-Gaming,291552256.2
Canada,CAN,2023,Entertainment,Non-Gaming,279160099.9
Canada,CAN,2021,Entertainment,Non-Gaming,221779810.1
Canada,CAN,2024,Photo & Video,Non-Gaming,186689810.7
Canada,CAN,2024,Productivity,Non-Gaming,156772015.8
Canada,CAN,2024,Health & Fitness,Non-Gaming,143781466.6
Canada,CAN,2023,Photo & Video,Non-Gaming,140779078.5
Canada,CAN,2020,Entertainment,Non-Gaming,136061402.1
Canada,CAN,2023,Lifestyle,Non-Gaming,131339047.1
Canada,CAN,2022,Lifestyle,Non-Gaming,128637351.5
Canada,CAN,2023,Health & Fitness,Non-Gaming,124774467.3
Canada,CAN,2024,Lifestyle,Non-Gaming,123961751.4
Canada,CAN,2022,Health & Fitness,Non-Gaming,119356096.4
Canada,CAN,2023,Productivity,Non-Gaming,117751391.7
Canada,CAN,2021,Health & Fitness,Non-Gaming,109509768.2
Canada,CAN,2024,Education,Non-Gaming,100932189.9
Canada,CAN,2021,Lifestyle,Non-Gaming,100732143.8
Canada,CAN,2022,Photo & Video,Non-Gaming,96648253.23
Canada,CAN,2021,Photo & Video,Non-Gaming,92309399.09
Canada,CAN,2022,Productivity,Non-Gaming,91446347.88
Canada,CAN,2023,Education,Non-Gaming,89980612.85
Canada,CAN,2024,Sports,Non-Gaming,84793770.28
Canada,CAN,2021,Productivity,Non-Gaming,83969532.83
Canada,CAN,2020,Health & Fitness,Non-Gaming,80783789.76
Canada,CAN,2022,Education,Non-Gaming,77208335.87
Canada,CAN,2019,Entertainment,Non-Gaming,75320723.57
Canada,CAN,2023,Sports,Non-Gaming,73650447.33
Canada,CAN,2020,Lifestyle,Non-Gaming,70948233.16
Canada,CAN,2021,Education,Non-Gaming,70886422.33
Canada,CAN,2024,Social Networking,Non-Gaming,70480966.66
Canada,CAN,2020,Photo & Video,Non-Gaming,65464594.95
Canada,CAN,2021,Social Networking,Non-Gaming,63718751.81
Canada,CAN,2023,Social Networking,Non-Gaming,62528693.7
Canada,CAN,2022,Social Networking,Non-Gaming,61258784.13
Canada,CAN,2022,Sports,Non-Gaming,59040452.22
Canada,CAN,2020,Productivity,Non-Gaming,56737526
Canada,CAN,2024,Business,Non-Gaming,56593812.34
Canada,CAN,2019,Lifestyle,Non-Gaming,56385267.4
Canada,CAN,2024,Social,Non-Gaming,55733105.01
Canada,CAN,2020,Social Networking,Non-Gaming,55209166.37
Canada,CAN,2020,Education,Non-Gaming,53177837.2
Canada,CAN,2019,Health & Fitness,Non-Gaming,51140065.95
Canada,CAN,2021,Sports,Non-Gaming,49613924.34
Canada,CAN,2018,Entertainment,Non-Gaming,48516997.59
Canada,CAN,2023,Business,Non-Gaming,47115652.25
Canada,CAN,2018,Lifestyle,Non-Gaming,46463153.06
Canada,CAN,2024,Dating,Non-Gaming,43267000.94
Canada,CAN,2023,Social,Non-Gaming,42139579.24
Canada,CAN,2024,Books,Non-Gaming,39956740.33
Canada,CAN,2022,Social,Non-Gaming,39867789.97
Canada,CAN,2024,Music,Non-Gaming,39791139.04
Canada,CAN,2023,Music,Non-Gaming,38644773.46
Canada,CAN,2019,Productivity,Non-Gaming,37855820.98
Canada,CAN,2022,Business,Non-Gaming,37818277.16
Canada,CAN,2019,Photo & Video,Non-Gaming,36892546.19
Canada,CAN,2023,Dating,Non-Gaming,36751508.5
Canada,CAN,2023,Books,Non-Gaming,35236070.94
Canada,CAN,2018,Health & Fitness,Non-Gaming,34942570.65
Canada,CAN,2022,Music,Non-Gaming,34317029.89
Canada,CAN,2019,Social Networking,Non-Gaming,33574721.48
Canada,CAN,2024,Utilities,Non-Gaming,33231124.69
Canada,CAN,2021,Business,Non-Gaming,31298150.84
Canada,CAN,2019,Education,Non-Gaming,30086852.67
Canada,CAN,2021,Music,Non-Gaming,29804649.52
Canada,CAN,2018,Social Networking,Non-Gaming,29369643.75
Canada,CAN,2022,Dating,Non-Gaming,28956792.89
Canada,CAN,2022,Books,Non-Gaming,28696037.24
Canada,CAN,2021,Social,Non-Gaming,27948464.75
Canada,CAN,2017,Entertainment,Non-Gaming,26975275.11
Canada,CAN,2020,Sports,Non-Gaming,25763040.65
Canada,CAN,2023,Utilities,Non-Gaming,25682199.74
Canada,CAN,2021,Dating,Non-Gaming,25431487.66
Canada,CAN,2018,Productivity,Non-Gaming,25378373.59
Canada,CAN,2017,Lifestyle,Non-Gaming,25247331.4
Canada,CAN,2017,Social Networking,Non-Gaming,25009729.28
Canada,CAN,2020,Music,Non-Gaming,23436036.4
Canada,CAN,2024,Music & Audio,Non-Gaming,23324140.46
Canada,CAN,2020,Business,Non-Gaming,22704122.31
Canada,CAN,2019,Music,Non-Gaming,22595469.04
Canada,CAN,2018,Education,Non-Gaming,22440453.14
Canada,CAN,2019,Dating,Non-Gaming,21286486.62
Canada,CAN,2021,Books,Non-Gaming,20445131.8
Canada,CAN,2019,Sports,Non-Gaming,20083725.24
Canada,CAN,2017,Health & Fitness,Non-Gaming,19766061.34
Canada,CAN,2020,Social,Non-Gaming,19610204.29
Canada,CAN,2022,Utilities,Non-Gaming,19604024.46
Canada,CAN,2016,Social Networking,Non-Gaming,19322048.59
Canada,CAN,2021,Utilities,Non-Gaming,18351772.05
Canada,CAN,2020,Dating,Non-Gaming,17985585.02
Canada,CAN,2018,Music,Non-Gaming,17606978.7
Canada,CAN,2024,Books & Reference,Non-Gaming,17287040.91
Canada,CAN,2023,Books & Reference,Non-Gaming,16674043.59
Canada,CAN,2018,Photo & Video,Non-Gaming,16647290.65
Canada,CAN,2024,Finance,Non-Gaming,16440045.33
Canada,CAN,2016,Entertainment,Non-Gaming,16370356.4
Canada,CAN,2019,Business,Non-Gaming,16270128.73
Canada,CAN,2017,Productivity,Non-Gaming,16083333.97
Canada,CAN,2018,Dating,Non-Gaming,15797847.77
Canada,CAN,2016,Music,Non-Gaming,15526423.73
Canada,CAN,2017,Education,Non-Gaming,15015225.91
Canada,CAN,2024,Shopping,Non-Gaming,14500514.84
Canada,CAN,2023,Music & Audio,Non-Gaming,14114490.47
Canada,CAN,2024,News,Non-Gaming,14079240.35
Canada,CAN,2016,Lifestyle,Non-Gaming,14011033.54
Canada,CAN,2015,Social Networking,Non-Gaming,13919177.74
Canada,CAN,2023,News,Non-Gaming,13686647.83
Canada,CAN,2017,Music,Non-Gaming,13652257.06
Canada,CAN,2022,News,Non-Gaming,13372482.5
Canada,CAN,2024,Graphics & Design,Non-Gaming,13348479.62
Canada,CAN,2024,Tools,Non-Gaming,12791524.3
Canada,CAN,2024,Communication,Non-Gaming,12546236.4
Canada,CAN,2020,Utilities,Non-Gaming,12495676.58
Canada,CAN,2022,Books & Reference,Non-Gaming,12414551.69
Canada,CAN,2023,Graphics & Design,Non-Gaming,12389051
Canada,CAN,2024,Navigation,Non-Gaming,12348250.22
Canada,CAN,2018,Sports,Non-Gaming,12188255.14
Canada,CAN,2018,Business,Non-Gaming,11960556.55
Canada,CAN,2015,Music,Non-Gaming,11693519.8
Canada,CAN,2014,Social Networking,Non-Gaming,11387733.63
Canada,CAN,2016,Education,Non-Gaming,11194336.67
Canada,CAN,2017,Dating,Non-Gaming,10947019.36
Canada,CAN,2023,Finance,Non-Gaming,10924851.86
Canada,CAN,2016,Health & Fitness,Non-Gaming,10488636.46
Canada,CAN,2022,Graphics & Design,Non-Gaming,10379202.1
Canada,CAN,2020,Books,Non-Gaming,10306973.19
Canada,CAN,2021,Finance,Non-Gaming,10218066.6
Canada,CAN,2015,Education,Non-Gaming,10000589.31
Canada,CAN,2023,Tools,Non-Gaming,9997862.46
Canada,CAN,2023,Navigation,Non-Gaming,9959145.26
Canada,CAN,2022,Finance,Non-Gaming,9780790.05
Canada,CAN,2021,News,Non-Gaming,9515478.63
Canada,CAN,2014,Music,Non-Gaming,9320725.83
Canada,CAN,2023,Communication,Non-Gaming,9184654.4
Canada,CAN,2021,Graphics & Design,Non-Gaming,9011160.79
Canada,CAN,2014,Education,Non-Gaming,8302613.4
Canada,CAN,2016,Productivity,Non-Gaming,8255191.96
Canada,CAN,2019,Social,Non-Gaming,8244263.94
Canada,CAN,2022,Tools,Non-Gaming,8151567.3
Canada,CAN,2015,Lifestyle,Non-Gaming,8040867.22
Canada,CAN,2021,Tools,Non-Gaming,8021797.48
Canada,CAN,2017,Sports,Non-Gaming,8001677.62
Canada,CAN,2015,Entertainment,Non-Gaming,7994743.34
Canada,CAN,2021,Books & Reference,Non-Gaming,7912729.13
Canada,CAN,2022,Navigation,Non-Gaming,7824046.77
Canada,CAN,2019,Utilities,Non-Gaming,7721199.88
Canada,CAN,2014,Entertainment,Non-Gaming,7606073.45
Canada,CAN,2015,Productivity,Non-Gaming,7352257.09
Canada,CAN,2022,Communication,Non-Gaming,7294401.14
Canada,CAN,2020,News,Non-Gaming,7257180.53
Canada,CAN,2024,Photography,Non-Gaming,7222897.53
Canada,CAN,2014,Productivity,Non-Gaming,7111317.63
Canada,CAN,2020,Finance,Non-Gaming,6972636.54
Canada,CAN,2021,Navigation,Non-Gaming,6930855.49
Canada,CAN,2014,Lifestyle,Non-Gaming,6881943.76
Canada,CAN,2023,Photography,Non-Gaming,6373362.17
Canada,CAN,2024,Medical,Non-Gaming,6333832.13
Canada,CAN,2018,Utilities,Non-Gaming,6296095.23
Canada,CAN,2017,Photo & Video,Non-Gaming,6213798.56
Canada,CAN,2024,Reference,Non-Gaming,6091160.97
Canada,CAN,2019,News,Non-Gaming,5988871.54
Canada,CAN,2015,Health & Fitness,Non-Gaming,5796523.58
Canada,CAN,2017,Business,Non-Gaming,5751889.69
Canada,CAN,2022,Photography,Non-Gaming,5616474.5
Canada,CAN,2018,Social,Non-Gaming,5591440.02
Canada,CAN,2020,Tools,Non-Gaming,5578299.07
Canada,CAN,2023,Shopping,Non-Gaming,5558144.17
Canada,CAN,2018,News,Non-Gaming,5535115.33
Canada,CAN,2020,Graphics & Design,Non-Gaming,5472777.59
Canada,CAN,2019,Books,Non-Gaming,5418779.44
Canada,CAN,2014,News,Non-Gaming,5358752.14
Canada,CAN,2023,Medical,Non-Gaming,5353893.75
Canada,CAN,2021,Photography,Non-Gaming,5289310.49
Canada,CAN,2021,Communication,Non-Gaming,5284785.33
Canada,CAN,2023,Reference,Non-Gaming,5241496.66
Canada,CAN,2016,Sports,Non-Gaming,5232769.89
Canada,CAN,2021,Medical,Non-Gaming,5088495.09
Canada,CAN,2020,Navigation,Non-Gaming,5035101.52
Canada,CAN,2014,Health & Fitness,Non-Gaming,5001762.56
Canada,CAN,2022,Music & Audio,Non-Gaming,4991150.97
Canada,CAN,2016,Photo & Video,Non-Gaming,4880530.59
Canada,CAN,2022,Medical,Non-Gaming,4870200.21
Canada,CAN,2016,News,Non-Gaming,4821346.36
Canada,CAN,2018,Finance,Non-Gaming,4778708.44
Canada,CAN,2019,Finance,Non-Gaming,4770130.14
Canada,CAN,2015,Photo & Video,Non-Gaming,4494581.25
Canada,CAN,2024,Weather,Non-Gaming,4465148.28
Canada,CAN,2015,News,Non-Gaming,4432858.57
Canada,CAN,2014,Sports,Non-Gaming,4412706.04
Canada,CAN,2018,Books,Non-Gaming,4411537.74
Canada,CAN,2014,Photo & Video,Non-Gaming,4369581.63
Canada,CAN,2024,Maps & Navigation,Non-Gaming,4306925.65
Canada,CAN,2016,Business,Non-Gaming,4301740.45
Canada,CAN,2024,Art & Design,Non-Gaming,4245171.66
Canada,CAN,2017,News,Non-Gaming,4230309.71
Canada,CAN,2022,Comics,Non-Gaming,4182531.27
Canada,CAN,2015,Sports,Non-Gaming,4167740.29
Canada,CAN,2024,Comics,Non-Gaming,4135872.04
Canada,CAN,2023,Comics,Non-Gaming,4110575.22
Canada,CAN,2021,Music & Audio,Non-Gaming,4110362.19
Canada,CAN,2020,Photography,Non-Gaming,4095281.99
Canada,CAN,2021,Reference,Non-Gaming,4074402.76
Canada,CAN,2019,Tools,Non-Gaming,4060646.38
Canada,CAN,2023,Weather,Non-Gaming,4008242.11
Canada,CAN,2021,Comics,Non-Gaming,4004013.9
Canada,CAN,2020,Medical,Non-Gaming,3993927.58
Canada,CAN,2024,Travel,Non-Gaming,3916837.91
Canada,CAN,2022,Reference,Non-Gaming,3791289.62
Canada,CAN,2023,Art & Design,Non-Gaming,3786602.97
Canada,CAN,2024,News & Magazines,Non-Gaming,3720438.14
Canada,CAN,2024,Video Players & Editors,Non-Gaming,3716911.87
Canada,CAN,2020,Books & Reference,Non-Gaming,3672814.1
Canada,CAN,2016,Dating,Non-Gaming,3669793.83
Canada,CAN,2019,Navigation,Non-Gaming,3648354.34
Canada,CAN,2017,Utilities,Non-Gaming,3638308
Canada,CAN,2020,Communication,Non-Gaming,3603881.59
Canada,CAN,2015,Business,Non-Gaming,3594433.04
Canada,CAN,2021,Weather,Non-Gaming,3592850
Canada,CAN,2017,Books,Non-Gaming,3566192.91
Canada,CAN,2018,Reference,Non-Gaming,3532875.01
Canada,CAN,2022,Weather,Non-Gaming,3527847.42
Canada,CAN,2017,Social,Non-Gaming,3512455.04
Canada,CAN,2018,Navigation,Non-Gaming,3317131.55
Canada,CAN,2020,Reference,Non-Gaming,3298628.27
Canada,CAN,2014,Business,Non-Gaming,3288132.8
Canada,CAN,2020,Music & Audio,Non-Gaming,3275466.92
Canada,CAN,2023,Travel,Non-Gaming,3250186.6
Canada,CAN,2016,Utilities,Non-Gaming,3186919.23
Canada,CAN,2019,Medical,Non-Gaming,3159081.48
Canada,CAN,2023,Maps & Navigation,Non-Gaming,3102987.96
Canada,CAN,2015,Navigation,Non-Gaming,3089467.73
Canada,CAN,2014,Navigation,Non-Gaming,3008439.66
Canada,CAN,2018,Tools,Non-Gaming,2989125.28
Canada,CAN,2020,Weather,Non-Gaming,2972677.4
Canada,CAN,2015,Utilities,Non-Gaming,2916105.11
Canada,CAN,2014,Books,Non-Gaming,2911194.79
Canada,CAN,2024,Food & Drink,Non-Gaming,2909182.93
Canada,CAN,2018,Medical,Non-Gaming,2881194.85
Canada,CAN,2017,Navigation,Non-Gaming,2742473.7
Canada,CAN,2016,Navigation,Non-Gaming,2648840.94
Canada,CAN,2022,Maps & Navigation,Non-Gaming,2633857.97
Canada,CAN,2019,Reference,Non-Gaming,2607399.4
Canada,CAN,2023,Video Players & Editors,Non-Gaming,2605130.81
Canada,CAN,2019,Music & Audio,Non-Gaming,2565907
Canada,CAN,2017,Reference,Non-Gaming,2518175.39
Canada,CAN,2017,Finance,Non-Gaming,2507120.34
Canada,CAN,2021,Video Players & Editors,Non-Gaming,2492748.14
Canada,CAN,2019,Photography,Non-Gaming,2485852.72
Canada,CAN,2022,Travel,Non-Gaming,2477376.11
Canada,CAN,2019,Weather,Non-Gaming,2459003.27
Canada,CAN,2019,Travel,Non-Gaming,2457490.7
Canada,CAN,2023,News & Magazines,Non-Gaming,2392879.41
Canada,CAN,2021,Maps & Navigation,Non-Gaming,2379590.89
Canada,CAN,2019,Communication,Non-Gaming,2377148.9
Canada,CAN,2014,Utilities,Non-Gaming,2370595.56
Canada,CAN,2017,Medical,Non-Gaming,2356249.12
Canada,CAN,2021,Food & Drink,Non-Gaming,2319306.11
Canada,CAN,2022,Shopping,Non-Gaming,2310334.03
Canada,CAN,2014,Medical,Non-Gaming,2289018.56
Canada,CAN,2016,Medical,Non-Gaming,2265275.28
Canada,CAN,2014,Reference,Non-Gaming,2250105.86
Canada,CAN,2020,Comics,Non-Gaming,2215365.11
Canada,CAN,2019,Graphics & Design,Non-Gaming,2195484.28
Canada,CAN,2015,Medical,Non-Gaming,2188574.24
Canada,CAN,2018,Weather,Non-Gaming,2147715.5
Canada,CAN,2022,Video Players & Editors,Non-Gaming,2147485.5
Canada,CAN,2023,Food & Drink,Non-Gaming,2143899.85
Canada,CAN,2015,Reference,Non-Gaming,2131225.36
Canada,CAN,2022,Art & Design,Non-Gaming,2109736.56
Canada,CAN,2022,Food & Drink,Non-Gaming,2067211.51
Canada,CAN,2018,Communication,Non-Gaming,2057852.64
Canada,CAN,2018,Music & Audio,Non-Gaming,2036543.38
Canada,CAN,2016,Communication,Non-Gaming,2033090.21
Canada,CAN,2017,Communication,Non-Gaming,2030064.24
Canada,CAN,2020,Food & Drink,Non-Gaming,2029170.04
Canada,CAN,2016,Reference,Non-Gaming,1982239.17
Canada,CAN,2015,Books,Non-Gaming,1948829.44
Canada,CAN,2020,Video Players & Editors,Non-Gaming,1934572.41
Canada,CAN,2021,Travel,Non-Gaming,1933683.68
Canada,CAN,2021,Shopping,Non-Gaming,1920448.19
Canada,CAN,2016,Books,Non-Gaming,1917002.09
Canada,CAN,2020,Travel,Non-Gaming,1849275.15
Canada,CAN,2024,Personalization,Non-Gaming,1846004.73
Canada,CAN,2017,Tools,Non-Gaming,1824221.97
Canada,CAN,2018,Travel,Non-Gaming,1791822.89
Canada,CAN,2017,Music & Audio,Non-Gaming,1768049.66
Canada,CAN,2020,Maps & Navigation,Non-Gaming,1730468.41
Canada,CAN,2021,News & Magazines,Non-Gaming,1719379.81
Canada,CAN,2022,News & Magazines,Non-Gaming,1713859.46
Canada,CAN,2024,Parenting,Non-Gaming,1643169.97
Canada,CAN,2019,Food & Drink,Non-Gaming,1539262.31
Canada,CAN,2023,Personalization,Non-Gaming,1530180.67
Canada,CAN,2018,Food & Drink,Non-Gaming,1505820.51
Canada,CAN,2014,Food & Drink,Non-Gaming,1437882.41
Canada,CAN,2020,News & Magazines,Non-Gaming,1425112.27
Canada,CAN,2016,Tools,Non-Gaming,1409782.23
Canada,CAN,2015,Communication,Non-Gaming,1380605.64
Canada,CAN,2021,Art & Design,Non-Gaming,1345043.55
Canada,CAN,2016,Social,Non-Gaming,1337823.69
Canada,CAN,2014,Communication,Non-Gaming,1316961.93
Canada,CAN,2017,Travel,Non-Gaming,1311227.41
Canada,CAN,2019,Books & Reference,Non-Gaming,1282430.41
Canada,CAN,2014,Magazines & Newspapers,Non-Gaming,1257416.86
Canada,CAN,2015,Tools,Non-Gaming,1248126.37
Canada,CAN,2018,Graphics & Design,Non-Gaming,1237769.41
Canada,CAN,2018,Photography,Non-Gaming,1234891.22
Canada,CAN,2021,Personalization,Non-Gaming,1222786.44
Canada,CAN,2014,Tools,Non-Gaming,1222269.04
Canada,CAN,2016,Music & Audio,Non-Gaming,1205567.97
Canada,CAN,2016,Finance,Non-Gaming,1205338.1
Canada,CAN,2015,Dating,Non-Gaming,1200931.16
Canada,CAN,2019,Maps & Navigation,Non-Gaming,1187425.55
Canada,CAN,2020,Shopping,Non-Gaming,1178565.46
Canada,CAN,2022,Personalization,Non-Gaming,1168003.52
Canada,CAN,2019,Video Players & Editors,Non-Gaming,1144802.34
Canada,CAN,2018,Books & Reference,Non-Gaming,1123917.34
Canada,CAN,2014,Travel,Non-Gaming,1118398.78
Canada,CAN,2015,Weather,Non-Gaming,1117483.37
Canada,CAN,2018,Maps & Navigation,Non-Gaming,1114920.15
Canada,CAN,2014,Weather,Non-Gaming,1114814.88
Canada,CAN,2017,Food & Drink,Non-Gaming,1107363.66
Canada,CAN,2018,News & Magazines,Non-Gaming,1096355.51
Canada,CAN,2019,News & Magazines,Non-Gaming,1071043.01
Canada,CAN,2015,Food & Drink,Non-Gaming,1066756.23
Canada,CAN,2016,Travel,Non-Gaming,1062603.25
Canada,CAN,2017,Weather,Non-Gaming,1058447.29
Canada,CAN,2015,Travel,Non-Gaming,1048017.01
Canada,CAN,2023,Parenting,Non-Gaming,1030167.86
Canada,CAN,2016,Food & Drink,Non-Gaming,1020405.16
Canada,CAN,2016,Weather,Non-Gaming,1009760.4
Canada,CAN,2018,Video Players & Editors,Non-Gaming,974177.72
Canada,CAN,2024,Travel & Local,Non-Gaming,970941.25
Canada,CAN,2019,Comics,Non-Gaming,940387.88
Canada,CAN,2015,Music & Audio,Non-Gaming,917634.27
Canada,CAN,2015,Finance,Non-Gaming,907335.28
Canada,CAN,2018,Shopping,Non-Gaming,906279.4
Canada,CAN,2024,Auto & Vehicles,Non-Gaming,848842.83
Canada,CAN,2014,Finance,Non-Gaming,847952.07
Canada,CAN,2017,Shopping,Non-Gaming,826174.51
Canada,CAN,2023,Travel & Local,Non-Gaming,817688.2
Canada,CAN,2016,Magazines & Newspapers,Non-Gaming,814048.43
Canada,CAN,2022,Parenting,Non-Gaming,810518.1
Canada,CAN,2024,House & Home,Non-Gaming,786559.37
Canada,CAN,2020,Personalization,Non-Gaming,770403.8
Canada,CAN,2015,Magazines & Newspapers,Non-Gaming,770373.56
Canada,CAN,2017,Maps & Navigation,Non-Gaming,763794.3
Canada,CAN,2014,Music & Audio,Non-Gaming,754024.89
Canada,CAN,2017,Magazines & Newspapers,Non-Gaming,748418.35
Canada,CAN,2020,Art & Design,Non-Gaming,747984.59
Canada,CAN,2015,Social,Non-Gaming,746237.7
Canada,CAN,2019,Shopping,Non-Gaming,726369.84
Canada,CAN,2021,Parenting,Non-Gaming,725499.38
Canada,CAN,2017,Photography,Non-Gaming,686551.19
Canada,CAN,2022,Travel & Local,Non-Gaming,683423
Canada,CAN,2017,News & Magazines,Non-Gaming,667090.8
Canada,CAN,2023,Auto & Vehicles,Non-Gaming,664683.01
Canada,CAN,2017,Books & Reference,Non-Gaming,660597.82
Canada,CAN,2019,Personalization,Non-Gaming,648804.56
Canada,CAN,2022,Auto & Vehicles,Non-Gaming,589403.75
Canada,CAN,2014,Social,Non-Gaming,583790.45
Canada,CAN,2020,Parenting,Non-Gaming,564597.78
Canada,CAN,2021,Auto & Vehicles,Non-Gaming,560168.82
Canada,CAN,2014,Personalization,Non-Gaming,555265.32
Canada,CAN,2023,House & Home,Non-Gaming,541111.32
Canada,CAN,2016,Shopping,Non-Gaming,535476.35
Canada,CAN,2016,Maps & Navigation,Non-Gaming,518050.5
Canada,CAN,2021,Travel & Local,Non-Gaming,512853.26
Canada,CAN,2017,Graphics & Design,Non-Gaming,496608.49
Canada,CAN,2016,Photography,Non-Gaming,492263.9
Canada,CAN,2015,Shopping,Non-Gaming,477082.13
Canada,CAN,2024,Beauty,Non-Gaming,472974.11
Canada,CAN,2018,Magazines & Newspapers,Non-Gaming,470325.83
Canada,CAN,2022,House & Home,Non-Gaming,469392.23
Canada,CAN,2019,Auto & Vehicles,Non-Gaming,456711.81
Canada,CAN,2020,Auto & Vehicles,Non-Gaming,453982.1
Canada,CAN,2019,Travel & Local,Non-Gaming,450234.35
Canada,CAN,2017,Video Players & Editors,Non-Gaming,439082.33
Canada,CAN,2021,House & Home,Non-Gaming,428355.26
Canada,CAN,2016,Books & Reference,Non-Gaming,427600.53
Canada,CAN,2015,Maps & Navigation,Non-Gaming,423712.64
Canada,CAN,2014,Maps & Navigation,Non-Gaming,422516.57
Canada,CAN,2018,Personalization,Non-Gaming,421200.49
Canada,CAN,2019,Magazines & Newspapers,Non-Gaming,411108.45
Canada,CAN,2020,Travel & Local,Non-Gaming,410954.54
Canada,CAN,2016,News & Magazines,Non-Gaming,410859.34
Canada,CAN,2022,Developer Tools,Non-Gaming,405622.62
Canada,CAN,2015,Personalization,Non-Gaming,402179.37
Canada,CAN,2024,Developer Tools,Non-Gaming,400604.45
Canada,CAN,2020,Magazines & Newspapers,Non-Gaming,400351.59
Canada,CAN,2014,Books & Reference,Non-Gaming,388547.06
Canada,CAN,2014,Comics,Non-Gaming,386718.56
Canada,CAN,2015,Books & Reference,Non-Gaming,367115.41
Canada,CAN,2018,Travel & Local,Non-Gaming,361715.34
Canada,CAN,2014,Photography,Non-Gaming,355281.34
Canada,CAN,2015,Photography,Non-Gaming,354817.51
Canada,CAN,2016,Personalization,Non-Gaming,350818.4
Canada,CAN,2021,Developer Tools,Non-Gaming,319500.68
Canada,CAN,2023,Developer Tools,Non-Gaming,318718.77
Canada,CAN,2016,Graphics & Design,Non-Gaming,314519.11
Canada,CAN,2018,Comics,Non-Gaming,311321.32
Canada,CAN,2016,Video Players & Editors,Non-Gaming,306757.57
Canada,CAN,2019,Art & Design,Non-Gaming,303511.06
Canada,CAN,2023,Beauty,Non-Gaming,299122.83
Canada,CAN,2014,Travel & Local,Non-Gaming,295993.58
Canada,CAN,2021,Magazines & Newspapers,Non-Gaming,285455.88
Canada,CAN,2017,Travel & Local,Non-Gaming,284119.94
Canada,CAN,2024,Events,Non-Gaming,280238.9
Canada,CAN,2017,Personalization,Non-Gaming,277411.52
Canada,CAN,2016,Travel & Local,Non-Gaming,275632.08
Canada,CAN,2015,Comics,Non-Gaming,264576.05
Canada,CAN,2018,Auto & Vehicles,Non-Gaming,262584.35
Canada,CAN,2015,News & Magazines,Non-Gaming,262569.72
Canada,CAN,2019,Parenting,Non-Gaming,251977.3
Canada,CAN,2016,Comics,Non-Gaming,242576.8
Canada,CAN,2015,Video Players & Editors,Non-Gaming,240743.14
Canada,CAN,2014,Dating,Non-Gaming,239915.35
Canada,CAN,2020,House & Home,Non-Gaming,235111.79
Canada,CAN,2015,Travel & Local,Non-Gaming,233038.05
Canada,CAN,2017,Comics,Non-Gaming,232516.55
Canada,CAN,2014,Video Players & Editors,Non-Gaming,230967.22
Canada,CAN,2014,Shopping,Non-Gaming,224360.39
Canada,CAN,2022,Beauty,Non-Gaming,201351.02
Canada,CAN,2016,Catalogs,Non-Gaming,193223.11
Canada,CAN,2018,Art & Design,Non-Gaming,188221.75
Canada,CAN,2015,Graphics & Design,Non-Gaming,185862.34
